frame42.jpg,1,0,0,0
frame0.jpg,1,0,0,0
frame1.jpg,2,0,0,0
frame2.jpg,3,0,0,0
frame3.jpg,4,0,0,0
frame4.jpg,5,0,0,0
frame5.jpg,6,0,0,0
frame6.jpg,7,0,0,0
frame7.jpg,8,0,0,0
frame8.jpg,9,0,0,0
frame9.jpg,9,0,0,1
frame10.jpg,10,0,0,1
frame11.jpg,11,0,0,1
frame12.jpg,12,0,0,1
frame13.jpg,13,0,0,1
frame14.jpg,14,0,0,1
frame15.jpg,15,0,0,1
frame16.jpg,15,0,0,2
frame17.jpg,16,0,0,2
frame18.jpg,17,0,0,2
frame19.jpg,18,0,0,2
frame20.jpg,19,0,0,2
frame21.jpg,20,0,0,2
frame22.jpg,21,0,0,2
frame23.jpg,22,0,0,2
frame24.jpg,23,0,0,2
frame25.jpg,24,0,0,2
frame26.jpg,25,0,0,2
frame27.jpg,26,0,0,2
frame28.jpg,27,0,0,2
frame29.jpg,27,0,0,3
frame30.jpg,28,0,0,3
frame31.jpg,29,0,0,3
frame32.jpg,30,0,0,3
frame33.jpg,31,0,0,3
frame34.jpg,32,0,0,3
frame35.jpg,33,0,0,3
frame36.jpg,34,0,0,3
frame37.jpg,35,0,0,3
frame38.jpg,35,0,0,4
frame39.jpg,35,0,0,5
frame40.jpg,36,0,0,5
frame41.jpg,37,0,0,5
frame42.jpg,38,0,0,5
frame43.jpg,39,0,0,5
frame44.jpg,40,0,0,5
frame45.jpg,41,0,0,5
frame46.jpg,42,0,0,5
frame47.jpg,43,0,0,5
frame48.jpg,44,0,0,5
frame49.jpg,45,0,0,5
frame50.jpg,46,0,0,5
frame51.jpg,47,0,0,5
frame52.jpg,48,0,0,5
frame0.jpg,1,0,0,0
frame1.jpg,2,0,0,0
frame2.jpg,3,0,0,0
frame3.jpg,4,0,0,0
frame4.jpg,5,0,0,0
frame5.jpg,6,0,0,0
frame6.jpg,7,0,0,0
frame7.jpg,8,0,0,0
frame8.jpg,9,0,0,0
frame9.jpg,9,0,0,1
frame10.jpg,10,0,0,1
frame11.jpg,11,0,0,1
frame12.jpg,12,0,0,1
frame13.jpg,13,0,0,1
frame14.jpg,14,0,0,1
frame15.jpg,15,0,0,1
frame16.jpg,15,0,0,2
frame17.jpg,16,0,0,2
frame18.jpg,17,0,0,2
frame19.jpg,18,0,0,2
frame20.jpg,19,0,0,2
frame21.jpg,20,0,0,2
frame22.jpg,21,0,0,2
frame23.jpg,22,0,0,2
frame24.jpg,23,0,0,2
frame25.jpg,24,0,0,2
frame26.jpg,25,0,0,2
frame27.jpg,26,0,0,2
frame28.jpg,27,0,0,2
frame29.jpg,27,0,0,3
frame30.jpg,28,0,0,3
frame31.jpg,29,0,0,3
frame32.jpg,30,0,0,3
frame33.jpg,31,0,0,3
frame34.jpg,32,0,0,3
frame35.jpg,33,0,0,3
frame36.jpg,34,0,0,3
frame37.jpg,35,0,0,3
frame38.jpg,35,0,0,4
frame39.jpg,35,0,0,5
frame40.jpg,36,0,0,5
frame41.jpg,37,0,0,5
frame42.jpg,38,0,0,5
frame43.jpg,39,0,0,5
frame44.jpg,40,0,0,5
frame45.jpg,41,0,0,5
frame46.jpg,42,0,0,5
frame47.jpg,43,0,0,5
frame48.jpg,44,0,0,5
frame49.jpg,45,0,0,5
frame50.jpg,46,0,0,5
frame51.jpg,47,0,0,5
frame52.jpg,48,0,0,5
frame0.jpg,1,0,0,0
frame1.jpg,2,0,0,0
frame2.jpg,3,0,0,0
frame3.jpg,4,0,0,0
frame4.jpg,5,0,0,0
frame5.jpg,6,0,0,0
frame6.jpg,7,0,0,0
frame7.jpg,8,0,0,0
frame8.jpg,9,0,0,0
frame9.jpg,9,0,0,1
frame10.jpg,10,0,0,1
frame11.jpg,11,0,0,1
